name,location,date,time,more_info,tags
Pete Holmes,"Charleston Music Hall, Charleston, SC",2026-06-27,8:00 PM,,"Performing Arts, Music, Concerts, Live Music, Comedy, Lifestyle"
Mystical Moths,"Caw Caw Interpretive Center, Ravenel, SC",2026-06-27,8:00 PM,,"Sports & Outdoors, Outdoor Recreation, Insects, Fauna, Nature & Wildlife"
Rip City CHS,"Silver Hill Studio, North Charleston, SC",2026-06-27,8:00 PM,https://ticketscandy.com/ec/nameless-numberhead-492,"Comedy, Music, Variety Shows, Performing Arts"
Help! I Think My Characters Are Trying to Kill Me!,"Black Fedora Comedy Mystery Theatre, Charleston, SC",2026-06-27,8:00 PM,https://www.charlestonmysteries.com/,"Theater, Comedy, Family, Performing Arts, Special Audience"
Live ORIGINAL Acoustic Music - Megan Bridges,"Neighborhood Tap House Dorchester, North Charleston, SC",2026-06-27,8:00 PM,https://www.eventbrite.com/e/live-original-acoustic-music-megan-bridges-tickets-1991203652727,"Performing Arts, Music, Acoustic"
Live Music w/Dan's Tramp Stamp & The Money Bags,"The Washout, Folly Beach, SC",2026-06-27,8:00 PM,https://follywashout.com/events.php,"Performing Arts, Music, Live Music, Pursuits & Hobbies, Crafts, Scrapbooking"
Take The Funny And Run,"Theatre 99, Charleston, SC",2026-06-27,8:00 PM,https://theatre99.com/event/take-the-funny-and-run-440/,"Performing Arts, Comedy, Improv, Music, Concerts, Theater, Special Audience, Family, Sports & Outdoors, Fitness, Running"
Karaoke on a Saturday! 8:30-11:30 FREE 21+,"Tin Roof, Charleston, SC",2026-06-27,8:30 PM,https://tockify.com/tinroofschedule/detail/1754/1782606600000,"Performing Arts, Open Mic, Karaoke"
Live Music - Bloody Spurs,"Tommy Condon's Irish Pub & Restaurant, Charleston, SC",2026-06-27,8:45 PM,https://tommycondons.com/charleston-tommy-condon-s-events,"Performing Arts, Music, Live Music"
Healing Hurts Ministries Art of Parenting,"New Life Christian Fellowship, Goose Creek, SC",2026-06-27,9:00 AM,https://www.eventbrite.com/e/healing-hurts-ministries-art-of-parenting-tickets-1989966500371,"Lifestyle, Health & Wellness, Parenting, Religion & Spirituality, Christianity, Topics, Schools & Education, Visual Arts"
Coastal Plant Walk & Forage,"Hog Island Trail, Mount Pleasant, SC",2026-06-27,9:00 AM,https://www.eventbrite.com/e/coastal-plant-walk-forage-tickets-1990801624249,"Sports & Outdoors, Fitness, Performing Arts, Music, Pursuits & Hobbies, Home & Garden, Gardening"
National Outdoor Sculpture Competition and Exhibition,"North Charleston Riverfront Park, North Charleston, SC",2026-06-27,9:00 AM,https://www.northcharlestonartsfest.com/national-outdoor-sculpture-competition-exhibition,"Visual Arts, Mixed Media Art"
ACE Basin Property Tour-Botany Bay HP/WMA,"Botany Bay Plantation, Edisto Island, SC",2026-06-27,9:00 AM,https://www.eventbrite.com/e/ace-basin-property-tour-botany-bay-hpwma-tickets-1977528738691,"Topics, Schools & Education, Destinations, Sightseeing"
Summer Series | [Solidcore] at lululemon Mt. Pleasant,"Mount Pleasant, SC",2026-06-27,9:00 AM,https://www.eventbrite.com/e/summer-series-solidcore-at-lululemon-mt-pleasant-tickets-1990212069876,"Topics, Schools & Education"
Water Aerobics,"Edgefield Park Pool, Charleston, SC",2026-06-27,9:00 AM,https://dicommunity.org/event/water-aerobics-5/2026-06-27/,"Sports & Outdoors, Fitness"
Jurassic Seas at the South Carolina Aquarium,"South Carolina Aquarium, Charleston, SC",2026-06-27,9:00 AM,https://eventvesta.com/events/147446/t/tickets,"Destinations, Museums & Exhibits"
Edisto ~ Sea Turtle Night Walks,"Edisto Environmental Learning Center, Edisto Island, SC",2026-06-27,9:00 PM,https://southcarolinalowcountry.com/events/event/edisto-sea-turtle-night-walks/,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Performing Arts, Music, Concerts, Country"
"Wolf Mask ""Visitor"" LP Release Show w/ Caminator","Pour House, Charleston, SC",2026-06-27,9:00 PM,https://www.facebook.com/events/2033481650538106/,"Performing Arts, Music, Rock, Indie Rock, Piano, Concerts, Lifestyle, Pursuits & Hobbies"
Sea Turtle Night Walks,"Edisto Island, SC",2026-06-27,9:00 PM,https://southcarolinaparks.com/products/10002569,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Reptiles, Turtles, Fitness, Civic Benefit, Causes & Activism, Environmental Causes, Learning"
Secret Guest + Winterteeth,"The Royal American, Charleston, SC",2026-06-27,9:00 PM,https://www.theroyalamerican.com/schedule/secret-guest-6-27-26,
Baby Yaga + Secret Guest,"The Royal American, Charleston, SC",2026-06-27,9:00 PM,https://www.theroyalamerican.com/schedule/baby-yaga-6-27-26,"Lifestyle, Parenting"
Nick Hickman,"Uptown Social, Charleston, SC",2026-06-27,9:00 PM,https://www.bandsintown.com/e/107766810?app_id=pkvts0on0m&came_from=287&utm_medium=api&utm_source=partner_api&utm_campaign=event,"Performing Arts, Music, Concerts, Country, Live Music"
3rd Annual HOPE & Light Brunch!,"Lincolnville, SC",2026-06-27,9:30 AM,https://www.eventbrite.com/e/3rd-annual-hope-light-brunch-tickets-1989674991460,"Food & Drink, Food, Brunch"
June Bird Walk at Caw Caw Interpretive Center (Ravenel),"Caw Caw Interpretive Center, Ravenel, SC",2026-06-27,9:30 AM,https://www.eventbrite.com/e/june-bird-walk-at-caw-caw-interpretive-center-ravenel-tickets-1991827238890,"Sports & Outdoors, Outdoor Recreation, Nature & Wildlife, Fauna, Birdwatching, Hiking, Fitness"
Chess Club,"Daniel Island Library, Daniel Island, SC",2026-06-27,9:30 AM,https://berkeleylibrarysc.libcal.com/event/16653326,"Pursuits & Hobbies, Games, Board Games, Chess"
Sunny & The Hunny,"Henry's On The Market, Charleston, SC",2026-06-27,9:30 PM,https://henrysonthemarket.com/charleston-henry-s-on-the-market-music-calendar,"Performing Arts, Music, Rock, Alternative Rock, Pop Rock, Punk Rock, Concerts"
⚽ FIFA World Cup 2026 Watch Party At Republic Garden & Lounge,"Republic Garden & Lounge, Charleston, SC",2026-06-28,,,"Food & Drink, Sports & Outdoors, Sports, Soccer"
⚽ FIFA World Cup Watch Parties at Lamar's!,"Lamar's, Charleston, SC",2026-06-28,,https://lamarssportingclub.com/,"Food & Drink, Sports & Outdoors, Sports, Soccer"
250th Anniversary of the Battle of Sullivan's Island (Carolina Day),"Fort Sumter and Fort Moultrie National Historical Park, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/250th-anniversary-of-the-battle-of-sullivan-s-island-carolina-day~27530,"Destinations, Parties & Reunions, Anniversaries, Civic Benefit, Patriotic, Pursuits & Hobbies, Other Interests, History"
Carolina Days at the Fireproof Building,"South Carolina Historical Society Museum, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/carolina-days-at-the-fireproof-building~27542,"Destinations, Museums & Exhibits, Parties & Reunions, Special Audience, Family, Holidays, Independence Day (USA), Pursuits & Hobbies, Other Interests, History"
Exhibition: Voices of Revolution in South Carolina,"South Carolina Historical Society, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/exhibition-voices-of-revolution-in-south-carolina~27544,"Destinations, Museums & Exhibits, Visual Arts, Pursuits & Hobbies, Other Interests, History"
Pop-Up Exhibition: Revolutionary Documents from the SCHS Archive,"South Carolina Historical Society, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/pop-up-exhibition-revolutionary-documents-from-the-schs-archive~27550,"Destinations, Museums & Exhibits, Civic Benefit, Politics & Government, Visual Arts, Pursuits & Hobbies"
Dim Sum Brunch,"Bistronomy By Nico, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/dim-sum-brunch~27576,"Food & Drink, Food, Chinese Food, Brunch"
American Gardens SC250,"American Gardens, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/american-gardens-sc250~27493,"Civic Benefit, Patriotic, Destinations, Parks & Gardens, Parties & Reunions, Performing Arts, Music, Live Music, Pursuits & Hobbies, Home & Garden, Gardening"
Spirit of South Carolina Cruise SC250,"Charleston Harbor, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/spirit-of-south-carolina-cruise-sc250~27487,"Pursuits & Hobbies, Travel"
Carolina Day Concert,"The Battery, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/carolina-day-concert~25321,"Performing Arts, Music, Concerts, Destinations"
Carolina Days,"Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/carolina-days~25683,"Destinations, Civic Benefit"
Carolina Day 2026 Commemoration,"Fort Moultrie National Historical Park, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/carolina-day-2026-commemoration~26863,"Pursuits & Hobbies, Other Interests, History, Sports & Outdoors, Outdoor Recreation, Destinations, Parties & Reunions, Anniversaries"
Community Days at Drayton Hall,"Drayton Hall, Charleston, SC",2026-06-28,,https://draytonhall.org/event/carolinaday/,"Civic Benefit, Destinations, Parties & Reunions, Pursuits & Hobbies"
Historic Church Program,"The Unitarian Church, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/historic-church-program-unitarian-church-in-charleston~26744,"Visual Arts, Photography, Lifestyle, Religion & Spirituality"
Carolina Days: SC250 Commemoration at Fort Moultrie,"Fort Moultrie, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/carolina-days-sc250-commemoration-at-fort-moultrie~27233,"Destinations, Parties & Reunions, Pursuits & Hobbies, Other Interests, History"
National Park Service Battle of Sullivan's Island Ceremony,"Fort Moultrie National Historical Park, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/national-park-service-battle-of-sullivan-s-island-ceremony~26751,"Sports & Outdoors, Outdoor Recreation"
Battle of Sullivan's Island Commemoration Ceremony,"Fort Moultrie National Historical Park, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/battle-of-sullivan-s-island-commemoration-ceremony~26751,"Sports & Outdoors, Outdoor Recreation"
The Revolutionary City,"Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/the-revolutionary-city~26752,"Professional, Business, Tradeshows & Expos, Pursuits & Hobbies, Lifestyle, Multicultural, Holidays, Independence Day"
SC250 - Carolina Day RiverDogs Baseball Game and Drone Show,"The Joe, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/sc250-carolina-day-riverdogs-baseball-game-and-drone-show~26753,"Pursuits & Hobbies, Games, Sports & Outdoors, Sports, Baseball, Destinations, Parties & Reunions"
Heritage 250 at Marion Square,"Marion Square, Charleston, SC",2026-06-28,,https://www.charlestoncvb.com/events/heritage-250-at-marion-square~26217,"Performing Arts, Literary Arts, Storytelling, Lifestyle, Multicultural, Destinations"
Rebecca Illustrated Painting Experience,"Mills House Hotel, Charleston, SC",2026-06-28,10:00 AM,,"Painting, Watercolor, Drawing & Painting, Visual Arts"
Renee Kahn Memorial Retrospective,"Kahal Kadosh Beth Elohim, Charleston, SC",2026-06-28,10:00 AM,https://www.reneekahnfineart.com/event/235934/renee-kahn-memorial-charity-retrospective,"Arts, Destinations, Museums & Exhibits, Civic Benefit, Fundraisers"
Sunday Bazaar at American Gardens,"American Gardens, Charleston, SC",2026-06-28,10:30 AM,https://americangardenschs.com/happenings/#!/e/may-june-sunday-bazarr-68b20266,"Pursuits & Hobbies, Markets & Shopping"
Hatha & Hops Yoga @ Two Blokes,"Two Blokes Brewing, Mount Pleasant, SC",2026-06-28,11:00 AM,,"Yoga, Lessons & Classes, Beer, Fitness, Sports & Outdoors, Learning, Drinks, Food & Drink"
Sparkle Sundays with The Sparkle Bar | Fairy Hair Tinsel by Tibby,"Pour House, Charleston, SC",2026-06-28,11:00 AM,https://thesparklebar.co,"Food & Drink, Food Trucks, Food, Brunch, Pursuits & Hobbies, Markets & Shopping, Farmers Markets, Performing Arts, Music, Live Music, Special Audience, Women, Kids"
"Brunch is Back, Baby!","Tin Roof, Charleston, SC",2026-06-28,11:00 AM,https://tockify.com/tinroofschedule/detail/1074/1782658800000,"Food & Drink, Food, Brunch, Lifestyle, Parenting"
Brunchyroll! Brunch & Anime Sundays,"Reforged Gaming Lounge, North Charleston, SC",2026-06-28,11:00 AM,https://www.eventbrite.com/e/brunchyroll-brunch-anime-sundays-tickets-1988686174883,"Visual Arts, Film, Food & Drink, Food, Brunch"
MPRD Youth & Junior Triathlon,"Park West Gym, Mount Pleasant, SC",2026-06-28,11:30 AM,https://www.trisignup.com/Race/SC/MountPleasant/TOMPYouthTri?utm_source=platform_find_a_race&utm_medium=referral,"Sports & Outdoors, Sports, Cycling, Road Biking, Fitness, Running, Organized Races, Triathlons, Outdoor Recreation, Water Sports, Swimming, Special Audience, Teens, Special Needs"
Uptown Social Pride Drag Brunch,"Uptown Social, Charleston, SC",2026-06-28,11:30 AM,,"Special Audience, LGBT, Drag Show, Food & Drink, Food, Brunch, Destinations, Parties & Reunions"
14 Shades of Purple Soiree,"Next Vision Events, Charleston, SC",2026-06-28,12:00 PM,https://www.eventbrite.com/e/14-shades-of-purple-soiree-tickets-1990165058263,"Food & Drink, Topics, Business, Tradeshows & Expos"
Lowcountry Tea Time: Summer Edition,"Chef's Collective, Charleston, SC",2026-06-28,12:00 PM,https://www.thechefscollective.com/event-details/lowcountry-tea-time-summer-edition,"Food & Drink, Tea, Pursuits & Hobbies, Culinary Arts, Cooking Classes"
Sundays at Snafu: Free Hot Dogs  Flights and Flowers,"Snafu Brewing Company, North Charleston, SC",2026-06-28,12:00 PM,https://eventvesta.com/events/148503/t/tickets,"Food & Drink, Drinks, Beer"
Carolina Days: Carolina Day,"Middleton Place, Charleston, SC",2026-06-28,12:00 PM,https://www.middletonplace.org/news-and-events/event/carolina-days-carolina-day/,"Special Audience, Kids, Destinations, Civic Benefit"
Adaptive Climbing Day - Youth,"James Island County Park, Charleston, SC",2026-06-28,1:00 PM,http://www.ccprc.com/calendar.aspx,"Sports & Outdoors, Outdoor Recreation, Climbing, Sports, Special Audience, Special Needs, Civic Benefit"
Adaptive Climbing Day - Adult,"James Island County Park, Charleston, SC",2026-06-28,1:00 PM,,"Sports & Outdoors, Outdoor Recreation, Climbing, Special Audience, Special Needs, Civic Benefit"
REI Presents: Hiking Basics,"REI, Mount Pleasant, SC",2026-06-28,1:00 PM,https://www.rei.com/events/43587/Hiking-Basics-Presentation/a02cw00000Sw5buAAB,"Sports & Outdoors, Outdoor Recreation, Hiking, Learning, Talks & Lectures"
Smokin' Sundays,"Republic Garden & Lounge, Charleston, SC",2026-06-28,1:00 PM,https://republicreign.com/,"Food & Drink, Food, BBQ, Brunch"
Free Euchre Tournament - 2nd & 4th Sundays @ Indigo Reef Brewing Co.,"Indigo Reef Brewing Company, Charleston, SC",2026-06-28,1:00 PM,,"Sports & Outdoors, Sports, Pursuits & Hobbies, Games, Card Games, Food & Drink, Drinks"
Rodin,"Gibbes Museum, Charleston, SC",2026-06-28,1:00 PM,http://www.gibbesmuseum.org/programs-events/rodin-the-gates-of-hell/1044,"Visual Arts, Learning, Talks & Lectures"
Motown Throwdown,"Pour House, Charleston, SC",2026-06-28,1:30 PM,https://charlestonpourhouse.com/event/motown-throwdown-3/2026-06-28/,"Pursuits & Hobbies, Markets & Shopping, Farmers Markets, Performing Arts, Music, Sports & Outdoors"
Gullah-Geechee Hoodoo Revival - Where is our Fire?!,"Strive High Event Venue, Summerville, SC",2026-06-28,2:00 PM,https://www.eventbrite.com/e/gullah-geechee-hoodoo-revival-where-is-our-fire-tickets-1991405201565,"Topics, Schools & Education"
Candle Making & Meditation,"Pursuing Peace Counseling and Wellness Studio, North Charleston, SC",2026-06-28,2:00 PM,https://www.eventbrite.com/e/candle-making-meditation-tickets-1990353593176,"Lifestyle, Religion & Spirituality, Meditation, Topics, Schools & Education"
Family Revolutionary Sunday: Carolina Day,"The Charleston Museum, Charleston, SC",2026-06-28,2:00 PM,https://www.charlestonmuseum.org/news-events/events/family-revolutionary-sunday-carolina-day/,"Family, History, Holidays, Special Audience, Other Interests, Pursuits & Hobbies"
An Afternoon with Darley Newman Revolutionary Road Trip: Hidden Stories from America's Founding Jour,"Gaillard Center, Charleston, SC",2026-06-28,2:00 PM,https://www.facebook.com/events/1331859378900090/,"Literary Arts, Reading, Storytelling, Performing Arts, Theater, Pursuits & Hobbies, Travel"
Crabs Wars,"Arabian Temple 139, Charleston, SC",2026-06-28,2:00 PM,https://www.eventbrite.com/e/crabs-wars-tickets-1989182541529,
☁️ Introducing the On Air SkyClub Sunday Market! ☁️,"Charleston, SC",2026-06-28,2:00 PM,,"Food & Drink, Performing Arts, Music, Live Music, Pursuits & Hobbies, Markets & Shopping"
Rodin: The Gates of Hell,"Gibbes Museum, Charleston, SC",2026-06-28,2:00 PM,https://www.gibbesmuseum.org/programs-events/rodin-the-gates-of-hell/1044,"Visual Arts, Film, Sculpture, Sculpture & Ceramics"
